uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005361531,Technology--History,Technology,453
http://bnb.data.bl.uk/id/resource/005361886,Isotopes,Isotopes,6
http://bnb.data.bl.uk/id/resource/005362022,Geochemistry,Geochemistry,119
http://bnb.data.bl.uk/id/resource/005363099,Physics,Physics,187
http://bnb.data.bl.uk/id/resource/005363202,Ore deposits,Ore deposits,7
http://bnb.data.bl.uk/id/resource/005364324,Probabilities,Probabilities,25
http://bnb.data.bl.uk/id/resource/005364913,Sediments (Geology),Sediments (Geology),6
http://bnb.data.bl.uk/id/resource/005365070,Numerical analysis,Numerical analysis,69
http://bnb.data.bl.uk/id/resource/005365087,Functional analysis,Functional analysis,5
http://bnb.data.bl.uk/id/resource/005365138,Engineering models,Engineering models,5
http://bnb.data.bl.uk/id/resource/005365157,"Geometry, Projective","Geometry, Projective",1
http://bnb.data.bl.uk/id/resource/005365215,Threshold logic,Threshold logic,1
http://bnb.data.bl.uk/id/resource/005365223,Set theory,Set theory,16
http://bnb.data.bl.uk/id/resource/005365232,Photoelasticity,Photoelasticity,1
http://bnb.data.bl.uk/id/resource/005365385,Metal-cutting,Metal-cutting,1
http://bnb.data.bl.uk/id/resource/005365392,"Differential equations, Partial","Differential equations, Partial",14
http://bnb.data.bl.uk/id/resource/005365421,Integral transforms,Integral transforms,3
http://bnb.data.bl.uk/id/resource/005365477,System analysis,System analysis,13
http://bnb.data.bl.uk/id/resource/005365502,Topological groups,Topological groups,2
http://bnb.data.bl.uk/id/resource/005365579,Microscopy,Microscopy,4
http://bnb.data.bl.uk/id/resource/005365588,Metals--Painting,Metals,43
http://bnb.data.bl.uk/id/resource/005365590,Prosthodontics,Prosthodontics,3
http://bnb.data.bl.uk/id/resource/005365609,Topological manifolds,Topological manifolds,3
http://bnb.data.bl.uk/id/resource/005365652,Hydrogeology,Hydrogeology,1
http://bnb.data.bl.uk/id/resource/005365706,Celestial mechanics,Celestial mechanics,4
http://bnb.data.bl.uk/id/resource/005365771,Vector analysis,Vector analysis,3
http://bnb.data.bl.uk/id/resource/005365820,Reinforced concrete construction,Reinforced concrete construction,23
http://bnb.data.bl.uk/id/resource/005365822,Steel castings--Defects,Steel castings,2
http://bnb.data.bl.uk/id/resource/005365841,Functional analysis,Functional analysis,5
http://bnb.data.bl.uk/id/resource/005365881,"Wave mechanics--Addresses, essays, lectures",Wave mechanics,21
http://bnb.data.bl.uk/id/resource/005365886,Electric power-plants--Design and construction,Electric power-plants,10
http://bnb.data.bl.uk/id/resource/005365939,Mathematics,Mathematics,1650
http://bnb.data.bl.uk/id/resource/005365989,Alvis automobile,Alvis automobile,1
http://bnb.data.bl.uk/id/resource/005366022,Diophantine analysis,Diophantine analysis,1
http://bnb.data.bl.uk/id/resource/005366023,Interplanetary medium,Interplanetary medium,1
http://bnb.data.bl.uk/id/resource/005366032,Mathematics,Mathematics,1650
http://bnb.data.bl.uk/id/resource/005366059,Differential equations--Numerical solutions,Differential equations,13
http://bnb.data.bl.uk/id/resource/005366085,Unidentified flying objects,Unidentified flying objects,1
http://bnb.data.bl.uk/id/resource/005366086,Differential equations,Differential equations,13
http://bnb.data.bl.uk/id/resource/005366108,Astronomy,Astronomy,24
http://bnb.data.bl.uk/id/resource/005366140,Topological groups,Topological groups,2
http://bnb.data.bl.uk/id/resource/005366175,Differential equations,Differential equations,13
http://bnb.data.bl.uk/id/resource/005366189,Linear programming,Linear programming,4
http://bnb.data.bl.uk/id/resource/005366216,Linear programming,Linear programming,4
http://bnb.data.bl.uk/id/resource/005366234,Fourier transformations,Fourier transformations,2
http://bnb.data.bl.uk/id/resource/005366310,Functions of complex variables,Functions of complex variables,12
http://bnb.data.bl.uk/id/resource/005366324,Organonitrogen compounds,Organonitrogen compounds,1
http://bnb.data.bl.uk/id/resource/005366332,Radioecology,Radioecology,1
http://bnb.data.bl.uk/id/resource/005366388,Functions of complex variables,Functions of complex variables,12
http://bnb.data.bl.uk/id/resource/005366394,Numerical analysis,Numerical analysis,29
http://bnb.data.bl.uk/id/resource/005366465,Prosthodontics,Prosthodontics,3
http://bnb.data.bl.uk/id/resource/005366511,Nonassociative algebras,Nonassociative algebras,1
http://bnb.data.bl.uk/id/resource/005366693,Materials--Congresses,Materials,73
http://bnb.data.bl.uk/id/resource/005366784,Petroleum--Geology,Petroleum,39
http://bnb.data.bl.uk/id/resource/005367151,Rock deformation--Mathematical models,Rock deformation,3
http://bnb.data.bl.uk/id/resource/005367323,Geology,Geology,55
http://bnb.data.bl.uk/id/resource/005368224,Numerical analysis--Data processing,Numerical analysis,29
http://bnb.data.bl.uk/id/resource/005370428,"Mathematics--Addresses, essays, lectures",Mathematics,1650
http://bnb.data.bl.uk/id/resource/005370542,Set theory,Set theory,16
http://bnb.data.bl.uk/id/resource/005370554,Systems engineering,Systems engineering,10
http://bnb.data.bl.uk/id/resource/005370716,Tunneling,Tunneling,4
http://bnb.data.bl.uk/id/resource/005371066,Sound production by animals,Sound production by animals,1
http://bnb.data.bl.uk/id/resource/005371085,Cells--Motility,Cells,21
http://bnb.data.bl.uk/id/resource/005371113,"Cell physiology--Addresses, essays, lectures",Cell physiology,11
http://bnb.data.bl.uk/id/resource/005371133,Chondrichthyes,Chondrichthyes,2
http://bnb.data.bl.uk/id/resource/005371142,Cervidae,Cervidae,1
http://bnb.data.bl.uk/id/resource/005371152,Birds--Islands of the Pacific,Birds,120
http://bnb.data.bl.uk/id/resource/005371156,Topology,Topology,5
http://bnb.data.bl.uk/id/resource/005371160,Vertebrates--United States,Vertebrates,21
http://bnb.data.bl.uk/id/resource/005371165,Birds--Eggs,Birds,120
http://bnb.data.bl.uk/id/resource/005371191,Animals--Classification,Animals,28
http://bnb.data.bl.uk/id/resource/005371193,Arachnida,Arachnida,1
http://bnb.data.bl.uk/id/resource/005371195,Plant nematodes,Plant nematodes,7
http://bnb.data.bl.uk/id/resource/005371202,Diptera,Diptera,3
http://bnb.data.bl.uk/id/resource/005371205,Curare,Curare,1
http://bnb.data.bl.uk/id/resource/005371225,Moths,Moths,11
http://bnb.data.bl.uk/id/resource/005371226,Trematoda,Trematoda,1
http://bnb.data.bl.uk/id/resource/005371386,Women--Diseases--Diagnosis,Women,71
http://bnb.data.bl.uk/id/resource/005372042,Vertebrates--Anatomy,Vertebrates,21
http://bnb.data.bl.uk/id/resource/005372089,Myriapoda,Myriapoda,1
http://bnb.data.bl.uk/id/resource/005372104,Bananas,Bananas,1
http://bnb.data.bl.uk/id/resource/005372139,Mammals--Africa,Mammals,44
http://bnb.data.bl.uk/id/resource/005372153,Roses,Roses,2
http://bnb.data.bl.uk/id/resource/005372158,Information theory in biology,Information theory in biology,2
http://bnb.data.bl.uk/id/resource/005372163,Sugar--Analysis,Sugar,1
http://bnb.data.bl.uk/id/resource/005372168,Dairy farming,Dairy farming,2
http://bnb.data.bl.uk/id/resource/005372262,Orthoptera,Orthoptera,1
http://bnb.data.bl.uk/id/resource/005372271,"Plants, Cultivated","Plants, Cultivated",11
http://bnb.data.bl.uk/id/resource/005372362,Genetics--Congresses,Genetics,14
http://bnb.data.bl.uk/id/resource/005372363,Radiation--Physiological effect--Congresses,Radiation,22
http://bnb.data.bl.uk/id/resource/005372405,Pathogenic microorganisms,Pathogenic microorganisms,16
http://bnb.data.bl.uk/id/resource/005372406,Soil animals,Soil animals,1
http://bnb.data.bl.uk/id/resource/005372472,Cytology,Cytology,11
http://bnb.data.bl.uk/id/resource/005372532,Embryology,Embryology,3
http://bnb.data.bl.uk/id/resource/005373155,Mines and mineral resources--Zambia,Mines and mineral resources,55
http://bnb.data.bl.uk/id/resource/005373378,Cave animals,Cave animals,1
http://bnb.data.bl.uk/id/resource/005373404,Histology,Histology,3
http://bnb.data.bl.uk/id/resource/005373415,Mammals--Embriology,Mammals,44
http://bnb.data.bl.uk/id/resource/005373428,Mites,Mites,2
http://bnb.data.bl.uk/id/resource/005373510,Birds--England--Midlands,Birds,120
http://bnb.data.bl.uk/id/resource/005373562,Insects,Insects,50
http://bnb.data.bl.uk/id/resource/005373607,Chickens,Chickens,1
http://bnb.data.bl.uk/id/resource/005373611,Veterinary dermatology,Veterinary dermatology,17
http://bnb.data.bl.uk/id/resource/005373613,Armyworms,Armyworms,1
http://bnb.data.bl.uk/id/resource/005373647,Hematologic agents,Hematologic agents,1
http://bnb.data.bl.uk/id/resource/005373653,Equus,Equus,1
http://bnb.data.bl.uk/id/resource/005373696,Lyrebirds,Lyrebirds,1
http://bnb.data.bl.uk/id/resource/005373700,Invertebrates--Great Britain,Invertebrates,25
http://bnb.data.bl.uk/id/resource/005373704,Ecology,Ecology,19
http://bnb.data.bl.uk/id/resource/005373724,Tumors,Tumors,9
http://bnb.data.bl.uk/id/resource/005373755,Birds--England--Midlands,Birds,120
http://bnb.data.bl.uk/id/resource/005373786,Fishes--Diseases,Fishes,24
http://bnb.data.bl.uk/id/resource/005373807,Desert animals,Desert animals,1
http://bnb.data.bl.uk/id/resource/005373818,Beetles,Beetles,5
http://bnb.data.bl.uk/id/resource/005373911,Insects,Insects,50
http://bnb.data.bl.uk/id/resource/005373999,Heredity,Heredity,3
http://bnb.data.bl.uk/id/resource/005374008,Veterinary physiology,Veterinary physiology,13
http://bnb.data.bl.uk/id/resource/005374122,Birds,Birds,120
http://bnb.data.bl.uk/id/resource/005374130,Primates,Primates,15
http://bnb.data.bl.uk/id/resource/005374184,Laboratory animals,Laboratory animals,13
http://bnb.data.bl.uk/id/resource/005374201,Dogs,Dogs,13
http://bnb.data.bl.uk/id/resource/005374205,Protozoa,Protozoa,1
http://bnb.data.bl.uk/id/resource/005374209,Freshwater invertebrates,Freshwater invertebrates,1
http://bnb.data.bl.uk/id/resource/005374282,Bird populations,Bird populations,4
http://bnb.data.bl.uk/id/resource/005374283,Birds--Ireland,Birds,120
http://bnb.data.bl.uk/id/resource/005374351,Fishes,Fishes,24
http://bnb.data.bl.uk/id/resource/005374357,"Birds--England, Northern",Birds,120
http://bnb.data.bl.uk/id/resource/005374410,Rare fishes--New Zealand,Rare fishes,1
http://bnb.data.bl.uk/id/resource/005374436,Odonata,Odonata,3
http://bnb.data.bl.uk/id/resource/005374493,Vertebrates,Vertebrates,52
http://bnb.data.bl.uk/id/resource/005374511,Insects,Insects,50
http://bnb.data.bl.uk/id/resource/005374555,Mammals--Great Britain,Mammals,44
http://bnb.data.bl.uk/id/resource/005374556,Cetacea,Cetacea,1
http://bnb.data.bl.uk/id/resource/005374562,Udder,Udder,9
http://bnb.data.bl.uk/id/resource/005374655,Insect pests,Insect pests,7
http://bnb.data.bl.uk/id/resource/005374701,"Birds--England, Southern",Birds,120
http://bnb.data.bl.uk/id/resource/005374717,Vertebrates,Vertebrates,21
http://bnb.data.bl.uk/id/resource/005374718,Chordata,Chordata,1
http://bnb.data.bl.uk/id/resource/005374721,Membranes (Biology)--Congresses,Membranes (Biology),16
http://bnb.data.bl.uk/id/resource/005374728,Reptiles,Reptiles,19
http://bnb.data.bl.uk/id/resource/005374731,Sea birds,Sea birds,3
http://bnb.data.bl.uk/id/resource/005374775,Comets,Comets,1
http://bnb.data.bl.uk/id/resource/005374847,Animals--Classification,Animals,28
http://bnb.data.bl.uk/id/resource/005374876,Butterflies,Butterflies,13
http://bnb.data.bl.uk/id/resource/005374914,Gladiolus,Gladiolus,1
http://bnb.data.bl.uk/id/resource/005374972,Horticulture--Dictionaries,Horticulture,160
http://bnb.data.bl.uk/id/resource/005374991,Periphyllus,Periphyllus,1
http://bnb.data.bl.uk/id/resource/005374996,Birds--Pictorial works,Birds,120
http://bnb.data.bl.uk/id/resource/005375047,Orthodontics,Orthodontics,2
http://bnb.data.bl.uk/id/resource/005375279,Mycoses,Mycoses,2
http://bnb.data.bl.uk/id/resource/005375283,Physical geography,Physical geography,7
http://bnb.data.bl.uk/id/resource/005375286,Marine zooplankton,Marine zooplankton,2
http://bnb.data.bl.uk/id/resource/005375959,Poultry,Poultry,6
http://bnb.data.bl.uk/id/resource/005375977,Vertebrates--Embryology,Vertebrates,21
http://bnb.data.bl.uk/id/resource/005375984,Dairy farming--Israel,Dairy farming,2
http://bnb.data.bl.uk/id/resource/005375995,Allergy,Allergy,8
http://bnb.data.bl.uk/id/resource/005376008,Teeth,Teeth,5
http://bnb.data.bl.uk/id/resource/005376028,Insects--Classification,Insects,50
http://bnb.data.bl.uk/id/resource/005376193,"Transplantation of organs, tissues, etc","Transplantation of organs, tissues, etc",1
http://bnb.data.bl.uk/id/resource/005376257,Orthodontics,Orthodontics,2
http://bnb.data.bl.uk/id/resource/005376771,Real property--Southeast Asia--Congresses,Real property,32
http://bnb.data.bl.uk/id/resource/005376812,Dynamic programming,Dynamic programming,6
http://bnb.data.bl.uk/id/resource/005376887,"Algebras, Linear","Algebras, Linear",16
http://bnb.data.bl.uk/id/resource/005376948,Numerical analysis,Numerical analysis,29
http://bnb.data.bl.uk/id/resource/005377028,Diabetes,Diabetes,13
http://bnb.data.bl.uk/id/resource/005377035,"Geometry, Differential","Geometry, Differential",5
http://bnb.data.bl.uk/id/resource/005377043,Functional analysis,Functional analysis,5
http://bnb.data.bl.uk/id/resource/005377229,Geometry--Foundations,Geometry,11
http://bnb.data.bl.uk/id/resource/005377299,Approximation theory,Approximation theory,3
http://bnb.data.bl.uk/id/resource/005377303,"Geometry, Riemannian","Geometry, Riemannian",2
http://bnb.data.bl.uk/id/resource/005377329,Harmonic functions,Harmonic functions,2
http://bnb.data.bl.uk/id/resource/005377345,Statistics,Statistics,25
http://bnb.data.bl.uk/id/resource/005377351,Differential equations,Differential equations,13
http://bnb.data.bl.uk/id/resource/005377387,Set theory,Set theory,16
http://bnb.data.bl.uk/id/resource/005377391,"Logic, Symbolic and mathematical","Logic, Symbolic and mathematical",27
http://bnb.data.bl.uk/id/resource/005377397,Integrals--Tables,Integrals,2
http://bnb.data.bl.uk/id/resource/005377553,Numerical analysis,Numerical analysis,29
http://bnb.data.bl.uk/id/resource/005377828,Starvation,Starvation,1
http://bnb.data.bl.uk/id/resource/005378005,Fourier analysis,Fourier analysis,1
http://bnb.data.bl.uk/id/resource/005378036,Programming (Mathematics),Programming (Mathematics),4
http://bnb.data.bl.uk/id/resource/005378069,Thyroid gland--Diseases,Thyroid gland,2
http://bnb.data.bl.uk/id/resource/005378102,Catecholamines,Catecholamines,2
http://bnb.data.bl.uk/id/resource/005378132,Drugs--Side effects,Drugs,50
http://bnb.data.bl.uk/id/resource/005378338,"Paleontology, Stratigraphic","Paleontology, Stratigraphic",33
http://bnb.data.bl.uk/id/resource/005378387,Tumors,Tumors,14
http://bnb.data.bl.uk/id/resource/005378395,Dextran,Dextran,1
http://bnb.data.bl.uk/id/resource/005378639,Reptiles,Reptiles,19
http://bnb.data.bl.uk/id/resource/005378741,Birds--Anatomy,Birds,120
http://bnb.data.bl.uk/id/resource/005378742,Blood--Diseases,Blood,6
http://bnb.data.bl.uk/id/resource/005378872,Geochemical prospecting,Geochemical prospecting,5
http://bnb.data.bl.uk/id/resource/005379037,Geology--Soviet Union,Geology,55
http://bnb.data.bl.uk/id/resource/005379040,Vertebrates--Embryology,Vertebrates,21
http://bnb.data.bl.uk/id/resource/005379117,Coffee--Physiological effect,Coffee,6
http://bnb.data.bl.uk/id/resource/005379135,Mollusks--Embryology,Mollusks,5
http://bnb.data.bl.uk/id/resource/005379276,Paleopathology,Paleopathology,2
http://bnb.data.bl.uk/id/resource/005379330,Dizziness,Dizziness,1
http://bnb.data.bl.uk/id/resource/005379346,Pathology,Pathology,12
http://bnb.data.bl.uk/id/resource/005379410,Ants,Ants,2
http://bnb.data.bl.uk/id/resource/005379781,Alcoholism,Alcoholism,11
http://bnb.data.bl.uk/id/resource/005379874,Uranium ores,Uranium ores,17
http://bnb.data.bl.uk/id/resource/005380097,Mites,Mites,2
http://bnb.data.bl.uk/id/resource/005380098,Dinosaurs,Dinosaurs,9
http://bnb.data.bl.uk/id/resource/005380108,Puffins,Puffins,1
http://bnb.data.bl.uk/id/resource/005380450,Linear programming,Linear programming,4
http://bnb.data.bl.uk/id/resource/005380587,Diabetes,Diabetes,13
http://bnb.data.bl.uk/id/resource/005380589,"Fishes, Fresh-water--Great Britain","Fishes, Fresh-water",24
http://bnb.data.bl.uk/id/resource/005380762,Diabetic angiopathies--Congresses,Diabetic angiopathies,1
http://bnb.data.bl.uk/id/resource/005381494,Ore deposits--Scandinavia,Ore deposits,7
http://bnb.data.bl.uk/id/resource/005381526,Hyperthyroidism,Hyperthyroidism,1
